gmd_name,party_name,these_id,these_politikfeld,polarity,these_title,statement,valuation,explanation
Duisburg,FDP,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,"Der 102köpfige Stadtrat, die 119 Bezirksvertreter und die zahlreichen Mitglieder in Ausschüssen und Beiräten sind von großen Mehrheiten der Duisburger Bevölkerung gewählt worden als ihre jeweiligen legitimierten Vertreter. Alle Parteien stehen den Bürgerinnen und Bürgern offen gegenüber und stehen immer für Gespräche mit Einwohnern, Verbänden und Vereinen bereit. Dadurch ist die Entscheidungsbefugnis gegeben."
Duisburg,BSW,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,Direkte Bürgerbeteiligung führt zu mehr Transparenz und weniger Hinterzimmer-Politik.
Duisburg,DIE LINKE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,Die Linke Duisburg fordert deutlich mehr Bürgerbeteiligung. Dies soll durch bürgerschaftliche Beiräte durchgesetzt werden. Weiterhin sollen Bürgerentscheidungen nicht einfach so vom Rat der Stadt übergangen werden dürfen.
Duisburg,GRÜNE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,"Wir GRÜNE stehen für eine lebendige Demokratie, in der Beteiligung mehr ist als ein Kreuz alle fünf Jahre. Direkte Mitbestimmung kann dafür ein wichtiger Baustein sein – zum Beispiel über Beteiligungsbudgets, Bürgerräte oder digitale Beteiligungsplattformen. Entscheidend ist für uns: Beteiligung muss fair, zugänglich und wirkungsvoll sein – ob direkt oder repräsentativ. Wir setzen uns dafür ein, beides sinnvoll zu verbinden."
Duisburg,SPD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,Die Beteiligungsmöglichkeiten die sich schon bisher aus der Kommunalverfassung und der städtischen Praxis ergeben sollen fortgeführt werden.
Duisburg,VOLT,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Mehr Bürgerbeteiligung fördert Transparenz und Akzeptanz politischer Entscheidungen. Volt will Bürgerbefragungen, -entscheide und digitale Beteiligungsplattformen stärken, um innovative Lösungen und mehr Teilhabe zu ermöglichen. Barrieren sollen abgebaut werden, etwa durch Kinderbetreuung bei Beteiligungsformaten, damit auch Erziehende und weitere Gruppen aktiv mitwirken können."
Duisburg,CDU,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,
Duisburg,AfD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,In unserem Konzept „Starke Kommunen“ auf Landesebene fordern wir intensiv die Erweiterung kommunaler Bürgerentscheide (sowohl Ratsbürgerentscheide als auch Bürgerbegehren) und verlangen weniger bürokratische Hürden dafür.
Oberhausen,Die PARTEI,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"JAWOLL! Wir führen ab sofort Ratsentscheidungen per Instagram-Umfragen durch – mit Emojis, Filtern und maximaler Bürgernähe! Oder Politikentscheidungen direkt per App! Swipe rechts = Gefällt mir, Swipe links = Kackvorschlag kann weg!"
Oberhausen,CDU,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,"Die CDU Oberhausen befürwortet direkte Bürgerbeteiligung, etwa durch den Bürgerrat, Umfragen, Abstimmungen und Dialogformate. Sie setzt auf Transparenz und Mitwirkung, ohne dabei Entscheidungsprozesse vollständig aus der repräsentativen Demokratie herauszulösen. Direkte Demokratie wird als Ergänzung verstanden, nicht als Ersatz."
Oberhausen,DIE LINKE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,Die Linke steht für größtmögliche demokratische Teilhabe bei Entscheidungen in unserer Stadt.
Oberhausen,SPD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Direkte Beteiligung stärkt die Demokratie und erhöht die Akzeptanz politischer Entscheidungen. Es ist sinnvoll, Bürgerinnen und Bürger frühzeitig und aktiv in Entscheidungsprozesse einzubeziehen – etwa durch Bürgerforen oder Beteiligungsplattformen. Solche Formate fördern Transparenz, stärken das Vertrauen in Politik und bringen neue Perspektiven in die Debatte ein. Die repräsentative Demokratie darf nicht ausgehöhlt, sondern durch neue Beteiligungsformate sinnvoll ergänzt werden."
Oberhausen,FDP,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,0,"Bürgerinnen und Bürger haben die Möglichkeit durch verschiedene Beteiligungsmöglichkeiten an politischen Prozessen mitzuwirken. Ebenfalls gibt es die Möglichkeit von Bürgerentscheiden nach der Gemeindeordnung des Landes NRW. Dieses System hat sich über die letzten Jahre bewährt, eine Anpassung ist nicht nötig. Um Themen möglichst objektiv entscheiden zu können, macht es Sinn, dass dazu gewählte Personen, die sich umfänglich mit politischen Themen beschäftigen, Entscheidungen treffen."
Oberhausen,GRÜNE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Mehr direkte demokratische Beteiligung der Bürgerinnen und Bürger in Oberhausen ist essentiell für eine zukunftsfähige Stadtgesellschaft, bedarf jedoch einer durchdachten Ausgestaltung, um Parallelstrukturen zu vermeiden und echte Teilhabe aller Bevölkerungsgruppen sicherzustellen."
Oberhausen,BSW,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,
Bochum,VOLT,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Volt wird in Bochum ein Bürger*innen-Beteiligungssystem implementieren, dessen Funktion durch Leitlinien vorgegeben ist. Die Leitlinien werden in einem moderierten Prozess von gelosten Bürger*innen, Mitarbeitenden der Stadtverwaltung und Mitgliedern der Kommunalpolitik erstellt werden."
Bochum,SPD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,0,"Die alle 2 Jahre stattfindende Bürgerkonferenz, bei der ein repräsentativer Querschnitt von rd. 370 Personen mit Stadtspitze und Kommunalpolitik zu wechselnden Themenschwerpunkten diskutiert, wollen wir fortsetzen. Auch die Nutzung der Beteiligungsplattform „bochum-mitgestalten.de“ wollen wir stärken. Insbesondere, um bislang nur wenig eingebundene Bevölkerungsgruppen besser einzubeziehen, wollen wir zudem neue digitale Angebote schaffen. Dies halten wir für zielführender als Bürgerentscheide."
Bochum,Die PARTEI,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,Kommt drauf an. Nur wenn sie die richtigen Entscheidungen treffen.
Bochum,AfD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,"Wir stehen für mehr direkte Demokratie, die ist auf kommunaler Ebene aber heute schon durchaus vorhanden."
Bochum,FDP,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Wir bekennen uns zur repräsentativen Demokratie. Gleichzeitig sind wir für eine Ausweitung direkter Bürgerbeteiligung. So befürworten wir Bürgerhaushalte auf Stadt- und Stadtbezirksebene, die Einbeziehung von Bürgerideen in Entscheidungsprozesse sowie eine stärkere Nutzung der digitalen Beteiligungsplattform „Consul“. Ziel ist ein neues Miteinander zwischen Verwaltung, Politik und Bürgerschaft."
Bochum,DIE LINKE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Ja, unbedingt. Das setzt allerdings voraus, dass Bürger*innen auch angemessen informiert werden, damit sie eine begründete Entscheidung abgeben können."
Bochum,GRÜNE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,"Im Stadtrat und in den Bezirksvertretungen treffen über 200 ehrenamtlich tätige Bürger*innen, die durch demokratische Wahlen legitimiert sind, die Entscheidungen zu vielen wichtigen Fragen. Das Landesrecht sieht vor, dass direkte Entscheidungen auf dem Weg eines Bürgerentscheids bzw. eines Ratsbürgerentscheids herbeigeführt werden. Solche Initiativen begrüßen wir. Ob dies geschieht, liegt jedoch in der Hand der Bürger*innen."
Bochum,CDU,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",NA,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,Direkte Entscheidungen sind kein Patentrezept gegen Politikmüdigkeit. Bei der Vielzahl an zu treffenden Entscheidungen stellt sich auch die Frage der Praktikabilität. Gleichwohl kann direkte Demokratie bei wichtigen Weichenstellungen in der Stadt ein Instrument sein; die CDU hat etwa einen Ratsbürgerentscheid zum Haus des Wissens gefordert.
Essen,BSW,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Bürgerentscheid ja - Vor- und Nachteile einer politischen Entscheidung müssen transparent und sachlich kommuniziert werden. Die Interessen der Bevölkerung müssen Ausdruck finden. Bürgerentscheide können Menschen motivieren, sich mit ihrem Umfeld und ihren Mitmenschen verbunden zu fühlen und Verantwortung zu übernehmen. Das Angebot für die Beteiligung muss möglichst niedrigschwellig sein, ggfalls auch digitale Beteiligung möglich."
Essen,GRÜNE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Wir treten für eine aktive Beteiligung der Anwohner*innen an der Gestaltung des öffentlichen Raums ein. Wir wollen eine vielfältige Stadtgesellschaft, die sich aktiv beteiligt. Deshalb fördern wir politische Bildung, schaffen echte Beteiligungsmöglichkeiten – etwa durch niederschwellige Beteiligungsformate, Bürger*innen-Räte oder Jugendparlamente ."
Essen,VOLT,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Volt Essen setzt sich für mehr direkte Beteiligung der Bürgerinnen und Bürger an Entscheidungen ein. Bürgerbeteiligung stärkt Demokratie, Transparenz und das Vertrauen in die Stadtpolitik. Sie ermöglicht es, Projekte näher an den Bedürfnissen der Menschen umzusetzen und fördert Verantwortung und Zusammenhalt in der Stadtgesellschaft."
Essen,SPD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,Bürgerinnen- und Bürgerentscheide sind wichtige Instrumente. Gerade bei kontroversen Fragestellungen können sie für eine höhere Akzeptanz oder Klarheit sorgen. Was die richtige Anzahl ist kann nicht pauschal beantwortet werden.
Essen,AfD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,Plebiszitäre Einrichtungen sind ein legitimes Mittel des Bürgerwillens.
Essen,Die PARTEI,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Wir bedanken uns für diese Frage und wären sonst selbst auf diesen Punkt zu sprechen gekommen. Direkte Entscheidungen stärken die Demokratie von unten, ermöglichen sachorientierte Debatten und können der politischen Polarisierung entgegenwirken. Gerade auf kommunaler Ebene können so konkrete Lösungen erarbeiten, die praxisnah und mehrheitsfähig sind – weil sie aus der Mitte der Gesellschaft kommen."
Essen,CDU,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,"Wir begrüßen es, wenn Bürgerinnen und Bürger sich aktiv in politische Entscheidungsprozesse einbringen – sei es auch über Beteiligungsverfahren, Bürgerforen oder Dialogformate. Gleichzeitig bleibt die repräsentative Demokratie für uns zentral. Direkte Bürgerentscheidungen sollten deshalb die Ausnahme bleiben und etwa bei grundlegenden Weichenstellungen, von denen eine breite Öffentlichkeit betroffen ist, zum Einsatz kommen."
Essen,FDP,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Bürgerentscheide haben in Essen viele gute Entscheidungen hervorgebracht, beispielsweise für den Erhalt des Saalbaus oder gegen die Straßenumbenennung in Rüttenscheid. Das spricht für eine lebendige Bürgerdemokratie."
Essen,DIE LINKE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Wir stimmen zu. Wenn die Stadt große Projekte umsetzen will oder wichtige Entscheidungen trifft, sollen die Menschen das letzte Wort haben – nicht der Stadtrat. Wir setzen uns für direkte Demokratie ein, nach dem Vorbild des Erfurter Modells. Entscheidungen sollen gemeinsam mit den Menschen getroffen werden, nicht über ihre Köpfe hinweg."
Bielefeld,VOLT,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Volt fördert direkte Demokratie und Bürgerbeteiligung, unter anderem über digitale Beteiligungsformate."
Bielefeld,AfD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,Auf jeden Fall. Wir brauchen auf allen politischen Ebenen eine Stärkung der direkten Demokratie und der Partizipation.
Bielefeld,SPD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"In Bielefeld sollen mehr Menschen beteiligt werden. Dafür stärken wir die Bezirksvertretungen und die Bürgerämter vor Ort, um Beteiligung direkt im Stadtteil zu ermöglichen. Mit dem Kinder- und Jugendrat haben wir bereits ein starkes Zeichen für mehr Mitsprache junger Menschen gesetzt. Darüber hinaus wollen wir das Ehrenamt stärken, welches für uns eine essenzielle Form demokratischer Beteiligung darstellt. In der aktuellen Wahlperiode haben wir das Büro ""Dialog & Beteiligung"" geschaffen."
Bielefeld,BSW,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Als BSW sind wir für mehr Bürgerentscheide im Stadtgebiet. Dabei muss sichergestellt sein, dass alle Für- und Gegenargumente an die Bürger der Stadt weitergeleitet werden. Um qualifiziert zu entscheiden ist volle Transparenz wichtig."
Bielefeld,Die PARTEI,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Unsere volle Zustimmung würde dieser Punkt erhalten, wenn damit alle Menschen, die in Bielefeld LEBEN gemeint wären. Walrecht für alle!"
Bielefeld,CDU,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,"Komplexe Sachverhalte und Wechselwirkungen sind nur sehr schwer in eine einfache Frage zu gießen. „Ja oder Nein-Fragen“ verleiten zu populistischer Ausschlachtung. Um einen Überblick über die Komplexität der Stadtverwaltung behalten zu können, wählen wir Vertreter in den Stadtrat, sie sind gewählt, um Entscheidungen zu treffen und die Verantwortung dafür zu tragen."
Bielefeld,GRÜNE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Wir GRÜNE wollen die Demokratie stärken – auch auf kommunaler Ebene. Mehr direkte Beteiligung durch Bürger*innen sorgt für bessere Entscheidungen und mehr Vertrauen in die Politik. Ob durch Bürgerentscheide, Bürgerräte oder Beteiligungsplattformen: Wer mitreden und mitentscheiden kann, fühlt sich gehört und gestaltet die Stadt aktiv mit. Das macht Bielefeld lebendiger und gerechter."
Bielefeld,DIE LINKE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,Die direkte Demokratie ist ein wichtiges Element einer funktionierenden Demokratie. Deshalb ist es sinnvoll auf der Ebene der Stadtbezirke mehr Bürgerentscheide zu organisieren.
Bielefeld,FDP,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,0,
Paderborn,SPD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Die Möglichkeit eines Bürgerbegehrens ist ein wichtiger Bestandteil unserer Demokratie, gerade auf lokaler Ebene. Die Gefahr populistischer Einflussnahme auf das Meinungsbild darf allerdings nicht unterschätzt werden."
Paderborn,FDP,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,"Direkte Bürgerbeteiligung ist wichtig – sie darf aber nicht zum Ersatz für die repräsentative Demokratie werden. Wir setzen auf eine kluge Balance: Entscheidungen sollten dort getroffen werden, wo sie gut vorbereitet, informiert und verantwortet werden können – mit echter Beteiligung, aber ohne Populismus."
Paderborn,GRÜNE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Wir brauchen Bürger*innen, die sich einmischen und engagieren. Wichtige Werkzeuge sind Bürgeranträge, Bürgerbegehren & Bürgerentscheide sowie die Einwohnerfragestunde. Stadtpolitik lebt vom Vertrauen der Bürger*innen in die Menschen, die sie im Stadtrat, in den Ausschüssen und in Institutionen vertreten. Und vom Vertrauen darauf, dass Entscheidungsprozesse offen für Argumente, demokratisch und sauber sind."
Paderborn,Die PARTEI,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Das Laientheater, besser bekannt unter der Bezeichnung ""Stadtrat"", sollte in das Theater nebenan umziehen. Stattdessen tagen im Rathaus beschlussfähige Bürger:innen-Räte."
Paderborn,CDU,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,Der Stadtrat ist das Entscheidungsgremium. Ratsbürgerentscheide (Bürgerbegehren) sind dennoch möglich.
Paderborn,AfD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Die AfD steht für Direkte Demokratie nach Schweizer Vorbild und möchte ausdrücklich Bürgerbegehren bei wichtigen, wegweisenden und vor allem kostenintensiven Entscheidungen beispielsweise bei geplanten Großbauprojekten (Stadthaus), Veränderungen von Bebauungsplänen und Flächennutzungenplänen (Windkraft) vorantreiben."
Paderborn,DIE LINKE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Politik darf nicht über die Köpfe der Menschen hinweg entschieden werden. Wir wollen mehr direkte Demokratie in Paderborn durch Bürgerentscheide, Stadtteilforen oder verbindliche Beteiligungsverfahren. Mitbstimmung stärkt den sozialen Zusammenhalt und das Vertrauen in die Demokratie."
Paderborn,VOLT,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,"Das ist eher nicht sinnvoll, denn dadurch werden häufig Partikularinteressen adressiert. Ausnahmen siehe Bürgerbudget. Generell sollten die Entscheidungen von den gewählten Volksvertretern getroffen werden, die dem Wohl aller Bürger verpflichtet sind."
Münster,VOLT,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,
Münster,GRÜNE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,75,"Wir setzen uns für eine starke kommunale Demokratie ein, in der Bürgerinnen aktiv und wirksam mitgestalten können. Dazu gehören niedrigschwellige und inklusive Beteiligungsformate, die vielfältige Perspektiven einbinden. Wir wollen, dass wichtige Entscheidungen gemeinsam mit den Menschen getroffen werden und Empfehlungen verbindlich in die politischen Prozesse einfließen. Denn nur durch Dialog, Kooperation und ein echtes Miteinander schaffen wir es, Münster gemeinsam zukunftsfähig zu gestalten."
Münster,SPD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,Die SPD Münster will verbindliche Leitlinien für bessere Bürgerbeteiligung entwickeln und die Plattform „Münster macht mit“ zu einem zentralen Beteiligungsportal ausbauen.
Münster,Die PARTEI,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Absolut! Wir fordern das „Tages-Volksbegehren“. Jeden Morgen um 9 Uhr wird per App über die wichtigste Frage des Tages abgestimmt (z.B. „Soll der Bürgermeister heute eine Krawatte tragen?“). Das Ergebnis ist bindend. Politik muss schnell, einfach und dumm sein."
Münster,DIE LINKE,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Direkte Beteiligung der Münsteraner:innen ist für uns zentral für gelebte Demokratie. Wir unterstützen ständige Bürger:innenräte und fordern städtische Maßnahmen, die Bürger:innen aktiv über ihre Mitwirkungsmöglichkeiten informieren."
Münster,FDP,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,50,Gerade in Planungsprozessen gibt es vielfältige Beteiligungsmöglichkeiten. Die Stadt weitet Angebote hier sukkzzesive aus. Entscheidungen im Weg von Bürgerentscheiden können im Einzelfall angezeigt sein. Allerdings verlangsamen sie auch die Prozesse.
Münster,AfD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,z.B. bei Straßenumbenennungen
Münster,CDU,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,25,
Köln,VOLT,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,"Volt setzt sich für einen kontinuierlichen Bürger*innenrat ein, der regelmäßig einbezogen wird. Zudem fordern wir einen Bürger*innenhaushalt wie in Warschau, bei dem die Menschen direkt über die Verwendung eines Teils des städtischen Budgets entscheiden können. Ergänzend unterstützen wir digitale Beteiligungsformate, die transparent, verbindlich und leicht nutzbar sind."
Köln,AfD,bridge_03,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",0.5,Direkt-Demokratie,In {location} sollen mehr Entscheidungen direkt durch die Bürgerinnen und Bürger getroffen werden.,100,Die AfD hat als erste im Bundestag vertretene Partei auf die Bedeutung direkter Demokratie hingewiesen und fordert dies seit Langem.
